sample_id,metric,page,value,numeric_presence,scope,unit
000633.SZ:2023,operating_profit,61,7743510.99,True,consolidated,CNY yuan
000633.SZ:2023,net_profit,62,5892755.63,True,consolidated,CNY yuan
000633.SZ:2023,ocf,64,-5122659.51,True,consolidated,CNY yuan
000635.SZ:2023,receivables,97,2538424.99,True,consolidated,CNY yuan
000635.SZ:2023,inventory,98,294227394.40,True,consolidated,CNY yuan
000635.SZ:2023,current_assets,98,1013626497.43,True,consolidated,CNY yuan
000635.SZ:2023,assets,98,2731370695.47,True,consolidated,CNY yuan
000635.SZ:2023,current_liabilities,99,427846955.35,True,consolidated,CNY yuan
000635.SZ:2023,liabilities,99,462248218.34,True,consolidated,CNY yuan
000635.SZ:2023,equity,99,2269122477.13,True,consolidated,CNY yuan
000635.SZ:2023,revenue,102,1875055662.33,True,consolidated,CNY yuan
000635.SZ:2023,management_expense,102,118743425.15,True,consolidated,CNY yuan
000635.SZ:2023,operating_profit,102,-464832054.13,True,consolidated,CNY yuan
000635.SZ:2023,net_profit,102,-388869180.67,True,consolidated,CNY yuan
000635.SZ:2023,ocf,105,-161583645.97,True,consolidated,CNY yuan
000650.SZ:2023,receivables,84,348270958.86,True,consolidated,CNY yuan
000650.SZ:2023,inventory,85,457735527.05,True,consolidated,CNY yuan
000650.SZ:2023,current_assets,85,4580859200.27,True,consolidated,CNY yuan
000650.SZ:2023,assets,85,7631643912.76,True,consolidated,CNY yuan
000650.SZ:2023,current_liabilities,86,1164511191.47,True,consolidated,CNY yuan
000650.SZ:2023,liabilities,86,1209855727.22,True,consolidated,CNY yuan
000650.SZ:2023,equity,86,6421788185.54,True,consolidated,CNY yuan
000650.SZ:2023,revenue,89,5153215069.28,True,consolidated,CNY yuan
000650.SZ:2023,management_expense,89,311503703.11,True,consolidated,CNY yuan
000650.SZ:2023,operating_profit,90,953263271.29,True,consolidated,CNY yuan
000650.SZ:2023,net_profit,90,711556917.04,True,consolidated,CNY yuan
000650.SZ:2023,ocf,93,1269978522.06,True,consolidated,CNY yuan
000655.SZ:2023,receivables,61,30741585.35,True,consolidated,CNY yuan
000655.SZ:2023,inventory,61,59636574.46,True,consolidated,CNY yuan
000655.SZ:2023,current_assets,62,2052847270.85,True,consolidated,CNY yuan
000655.SZ:2023,assets,62,3528999408.94,True,consolidated,CNY yuan
000655.SZ:2023,current_liabilities,63,207802440.66,True,consolidated,CNY yuan
000655.SZ:2023,liabilities,63,426815500.32,True,consolidated,CNY yuan
000655.SZ:2023,equity,63,3102183908.62,True,consolidated,CNY yuan
000655.SZ:2023,revenue,65,1372750722.57,True,consolidated,CNY yuan
000655.SZ:2023,management_expense,66,142685007.10,True,consolidated,CNY yuan
000655.SZ:2023,operating_profit,66,236411570.64,True,consolidated,CNY yuan
000655.SZ:2023,net_profit,66,207589000.03,True,consolidated,CNY yuan
000655.SZ:2023,ocf,69,283384271.92,True,consolidated,CNY yuan
000656.SZ:2023,receivables,146,955599821.59,True,consolidated,CNY yuan
000656.SZ:2023,inventory,146,184843320163.42,True,consolidated,CNY yuan
000656.SZ:2023,current_assets,146,252253481904.58,True,consolidated,CNY yuan
000656.SZ:2023,assets,147,299535783787.79,True,consolidated,CNY yuan
000656.SZ:2023,current_liabilities,147,235230954963.24,True,consolidated,CNY yuan
000656.SZ:2023,liabilities,148,260649478469.35,True,consolidated,CNY yuan
000656.SZ:2023,equity,148,38886305318.44,True,consolidated,CNY yuan
000656.SZ:2023,revenue,150,54861882201.21,True,consolidated,CNY yuan
000656.SZ:2023,management_expense,151,2648707423.39,True,consolidated,CNY yuan
000656.SZ:2023,operating_profit,151,-23750290037.17,True,consolidated,CNY yuan
000656.SZ:2023,net_profit,151,-23694884575.55,True,consolidated,CNY yuan
000656.SZ:2023,ocf,154,5247185811.96,True,consolidated,CNY yuan
000670.SZ:2023,receivables,69,1187699210.70,True,consolidated,CNY yuan
000670.SZ:2023,inventory,69,208087599.94,True,consolidated,CNY yuan
000670.SZ:2023,current_assets,69,1503060874.88,True,consolidated,CNY yuan
000670.SZ:2023,assets,70,1977423627.65,True,consolidated,CNY yuan
000670.SZ:2023,current_liabilities,70,1628112749.95,True,consolidated,CNY yuan
000670.SZ:2023,liabilities,71,1629684493.34,True,consolidated,CNY yuan
000670.SZ:2023,equity,71,347739134.31,True,consolidated,CNY yuan
000670.SZ:2023,revenue,73,3124204179.77,True,consolidated,CNY yuan
000670.SZ:2023,management_expense,73,54498232.57,True,consolidated,CNY yuan
000670.SZ:2023,operating_profit,74,94091338.23,True,consolidated,CNY yuan
000670.SZ:2023,net_profit,74,64148179.27,True,consolidated,CNY yuan
000670.SZ:2023,ocf,76,-132932667.89,True,consolidated,CNY yuan
000695.SZ:2023,receivables,57,198693364.43,True,consolidated,CNY yuan
000695.SZ:2023,inventory,57,153723850.34,True,consolidated,CNY yuan
