model,seed,point,recall,precision,false_positive_rate
financial_only,42,78,0.9090909090909091,0.1282051282051282,0.33170731707317075
financial_only,42,79,0.9090909090909091,0.12658227848101267,0.33658536585365856
financial_only,42,80,0.9090909090909091,0.125,0.34146341463414637
financial_only,42,81,1.0,0.13580246913580246,0.34146341463414637
financial_only,42,82,1.0,0.13414634146341464,0.3463414634146341
financial_only,42,83,1.0,0.13253012048192772,0.35121951219512193
financial_only,42,84,1.0,0.13095238095238096,0.35609756097560974
financial_only,42,85,1.0,0.12941176470588237,0.36097560975609755
financial_only,42,86,1.0,0.12790697674418605,0.36585365853658536
financial_only,42,87,1.0,0.12643678160919541,0.37073170731707317
financial_only,42,88,1.0,0.125,0.375609756097561
financial_only,42,89,1.0,0.12359550561797752,0.3804878048780488
financial_only,42,90,1.0,0.12222222222222222,0.3853658536585366
financial_only,42,91,1.0,0.12087912087912088,0.3902439024390244
financial_only,42,92,1.0,0.11956521739130435,0.3951219512195122
financial_only,42,93,1.0,0.11827956989247312,0.4
financial_only,42,94,1.0,0.11702127659574468,0.40487804878048783
financial_only,42,95,1.0,0.11578947368421053,0.4097560975609756
financial_only,42,96,1.0,0.11458333333333333,0.4146341463414634
financial_only,42,97,1.0,0.1134020618556701,0.4195121951219512
financial_only,42,98,1.0,0.11224489795918367,0.424390243902439
financial_only,42,99,1.0,0.1111111111111111,0.4292682926829268
financial_only,42,100,1.0,0.11,0.43414634146341463
financial_only,42,101,1.0,0.10891089108910891,0.43902439024390244
financial_only,42,102,1.0,0.10784313725490197,0.44390243902439025
financial_only,42,103,1.0,0.10679611650485436,0.44878048780487806
financial_only,42,104,1.0,0.10576923076923077,0.45365853658536587
financial_only,42,105,1.0,0.10476190476190476,0.4585365853658537
financial_only,42,106,1.0,0.10377358490566038,0.4634146341463415
financial_only,42,107,1.0,0.102803738317757,0.4682926829268293
financial_only,42,108,1.0,0.10185185185185185,0.47317073170731705
financial_only,42,109,1.0,0.10091743119266056,0.47804878048780486
financial_only,42,110,1.0,0.1,0.48292682926829267
financial_only,42,111,1.0,0.0990990990990991,0.4878048780487805
financial_only,42,112,1.0,0.09821428571428571,0.4926829268292683
financial_only,42,113,1.0,0.09734513274336283,0.4975609756097561
financial_only,42,114,1.0,0.09649122807017543,0.5024390243902439
financial_only,42,115,1.0,0.09565217391304348,0.5073170731707317
financial_only,42,116,1.0,0.09482758620689655,0.5121951219512195
financial_only,42,117,1.0,0.09401709401709402,0.5170731707317073
financial_only,42,118,1.0,0.09322033898305085,0.5219512195121951
financial_only,42,119,1.0,0.09243697478991597,0.526829268292683
financial_only,42,120,1.0,0.09166666666666666,0.5317073170731708
financial_only,42,121,1.0,0.09090909090909091,0.5365853658536586
financial_only,42,122,1.0,0.09016393442622951,0.5414634146341464
financial_only,42,123,1.0,0.08943089430894309,0.5463414634146342
financial_only,42,124,1.0,0.08870967741935484,0.551219512195122
financial_only,42,125,1.0,0.088,0.5560975609756098
financial_only,42,126,1.0,0.0873015873015873,0.5609756097560976
financial_only,42,127,1.0,0.08661417322834646,0.5658536585365853
financial_only,42,128,1.0,0.0859375,0.5707317073170731
financial_only,42,129,1.0,0.08527131782945736,0.5756097560975609
financial_only,42,130,1.0,0.08461538461538462,0.5804878048780487
financial_only,42,131,1.0,0.08396946564885496,0.5853658536585366
financial_only,42,132,1.0,0.08333333333333333,0.5902439024390244
financial_only,42,133,1.0,0.08270676691729323,0.5951219512195122
financial_only,42,134,1.0,0.08208955223880597,0.6
financial_only,42,135,1.0,0.08148148148148149,0.6048780487804878
financial_only,42,136,1.0,0.08088235294117647,0.6097560975609756
financial_only,42,137,1.0,0.08029197080291971,0.6146341463414634
financial_only,42,138,1.0,0.07971014492753623,0.6195121951219512
financial_only,42,139,1.0,0.07913669064748201,0.624390243902439
financial_only,42,140,1.0,0.07857142857142857,0.6292682926829268
financial_only,42,141,1.0,0.07801418439716312,0.6341463414634146
financial_only,42,142,1.0,0.07746478873239436,0.6390243902439025
financial_only,42,143,1.0,0.07692307692307693,0.6439024390243903
financial_only,42,144,1.0,0.0763888888888889,0.6487804878048781
financial_only,42,145,1.0,0.07586206896551724,0.6536585365853659
financial_only,42,146,1.0,0.07534246575342465,0.6585365853658537
financial_only,42,147,1.0,0.07482993197278912,0.6634146341463415
financial_only,42,148,1.0,0.07432432432432433,0.6682926829268293
financial_only,42,149,1.0,0.0738255033557047,0.6731707317073171
financial_only,42,150,1.0,0.07333333333333333,0.6780487804878049
financial_only,42,151,1.0,0.0728476821192053,0.6829268292682927
financial_only,42,152,1.0,0.07236842105263158,0.6878048780487804
financial_only,42,153,1.0,0.0718954248366013,0.6926829268292682
financial_only,42,154,1.0,0.07142857142857142,0.697560975609756
