sample_id,firm_id,origin,industry_status,industry_code,industry_public_date,industry_source_page,industry_source_url,baseline_st_name_evidence,baseline_st,st_source_url,st_source_public_date,baseline_quarter,baseline_audit,baseline_status,available_financial_facts,annual_missing,quarterly_missing,completeness_status,screening_status,analytical_eligible
000868.SZ:2020,000868.SZ,2020-05-01,pass_preorigin_classification,C36,2020-04-14,40,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,1,,https://static.cninfo.com.cn/finalpage/2020-04-28/1207635535.PDF,2020-04-28,,,pending,0,,,pending_source_review,pending,0
000868.SZ:2021,000868.SZ,2021-05-01,pass_preorigin_classification,C36,2021-04-14,44,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000868.SZ:2022,000868.SZ,2022-05-01,pass_preorigin_classification,C36,2021-11-10,47,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000868.SZ:2023,000868.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000868.SZ:2024,000868.SZ,2024-05-01,pass_preorigin_classification,C36,2024-04-03,7,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000868.SZ:2025,000868.SZ,2025-05-01,pass_preorigin_classification,C36,2025-04-18,7,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2017,000883.SZ,2017-05-01,pass_preorigin_classification,D44,2017-02-16,47,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2018,000883.SZ,2018-05-01,pass_preorigin_classification,D44,2018-01-19,56,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2019,000883.SZ,2019-05-01,pass_preorigin_classification,D44,2019-04-19,58,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2020,000883.SZ,2020-05-01,pass_preorigin_classification,D44,2020-04-14,61,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2021,000883.SZ,2021-05-01,pass_preorigin_classification,D44,2021-04-14,68,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2022,000883.SZ,2022-05-01,pass_preorigin_classification,D44,2021-11-10,73,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2023,000883.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2024,000883.SZ,2024-05-01,pass_preorigin_classification,D44,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000883.SZ:2025,000883.SZ,2025-05-01,pass_preorigin_classification,D44,2025-04-18,7,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2017,000890.SZ,2017-05-01,pass_preorigin_classification,C33,2017-02-16,24,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2018,000890.SZ,2018-05-01,pass_preorigin_classification,C33,2018-01-19,28,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2019,000890.SZ,2019-05-01,pass_preorigin_classification,C33,2019-04-19,29,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2020,000890.SZ,2020-05-01,pass_preorigin_classification,C33,2020-04-14,30,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,1,1,https://static.cninfo.com.cn/finalpage/2020-04-29/1207659985.PDF,2020-04-29,,,exclude_existing_st,0,,,pending_source_review,excluded,0
000890.SZ:2021,000890.SZ,2021-05-01,pass_preorigin_classification,C33,2021-04-14,33,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,1,1,https://static.cninfo.com.cn/finalpage/2021-04-27/1209810590.PDF,2021-04-27,,,exclude_existing_st,0,,,pending_source_review,excluded,0
000890.SZ:2022,000890.SZ,2022-05-01,pass_preorigin_classification,C33,2021-11-10,34,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2023,000890.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2024,000890.SZ,2024-05-01,pass_preorigin_classification,C33,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000890.SZ:2025,000890.SZ,2025-05-01,pass_preorigin_classification,C33,2025-04-18,7,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2017,000897.SZ,2017-05-01,pass_preorigin_classification,K70,2017-02-16,63,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2018,000897.SZ,2018-05-01,pass_preorigin_classification,K70,2018-01-19,76,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2019,000897.SZ,2019-05-01,pass_preorigin_classification,K70,2019-04-19,79,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,1,,https://static.cninfo.com.cn/finalpage/2019-04-30/1206158747.PDF,2019-04-30,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2020,000897.SZ,2020-05-01,pass_preorigin_classification,K70,2020-04-14,83,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,1,,https://static.cninfo.com.cn/finalpage/2020-04-30/1207678072.PDF,2020-04-30,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2021,000897.SZ,2021-05-01,pass_preorigin_classification,K70,2021-04-14,92,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2022,000897.SZ,2022-05-01,pass_preorigin_classification,K70,2021-11-10,98,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2023,000897.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2024,000897.SZ,2024-05-01,pass_preorigin_classification,K70,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000897.SZ:2025,000897.SZ,2025-05-01,pass_preorigin_classification,K70,2025-04-18,7,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2017,000903.SZ,2017-05-01,pass_preorigin_classification,C34,2017-02-16,25,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2018,000903.SZ,2018-05-01,pass_preorigin_classification,C34,2018-01-19,30,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2019,000903.SZ,2019-05-01,pass_preorigin_classification,C34,2019-04-19,30,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2020,000903.SZ,2020-05-01,pass_preorigin_classification,C34,2020-04-14,31,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2021,000903.SZ,2021-05-01,pass_preorigin_classification,C34,2021-04-14,35,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2022,000903.SZ,2022-05-01,pass_preorigin_classification,C34,2021-11-10,37,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2023,000903.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2024,000903.SZ,2024-05-01,pass_preorigin_classification,C34,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000903.SZ:2025,000903.SZ,2025-05-01,pass_preorigin_classification,C34,2025-04-18,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2017,000920.SZ,2017-05-01,pass_preorigin_classification,C26,2017-02-16,10,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2018,000920.SZ,2018-05-01,pass_preorigin_classification,C26,2018-01-19,12,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2019,000920.SZ,2019-05-01,pass_preorigin_classification,C26,2019-04-19,12,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2020,000920.SZ,2020-05-01,pass_preorigin_classification,C26,2020-04-14,12,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2021,000920.SZ,2021-05-01,pass_preorigin_classification,C26,2021-04-14,13,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2022,000920.SZ,2022-05-01,pass_preorigin_classification,C26,2021-11-10,13,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2023,000920.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2024,000920.SZ,2024-05-01,pass_preorigin_classification,C26,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000920.SZ:2025,000920.SZ,2025-05-01,pass_preorigin_classification,C26,2025-04-18,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2017,000925.SZ,2017-05-01,pass_preorigin_classification,C35,2017-02-16,28,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2018,000925.SZ,2018-05-01,pass_preorigin_classification,C35,2018-01-19,33,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2019,000925.SZ,2019-05-01,pass_preorigin_classification,C35,2019-04-19,33,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2020,000925.SZ,2020-05-01,pass_preorigin_classification,C35,2020-04-14,35,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2021,000925.SZ,2021-05-01,pass_preorigin_classification,C35,2021-04-14,38,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2022,000925.SZ,2022-05-01,pass_preorigin_classification,C35,2021-11-10,40,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2023,000925.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2024,000925.SZ,2024-05-01,pass_preorigin_classification,C37,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000925.SZ:2025,000925.SZ,2025-05-01,pass_preorigin_classification,C37,2025-04-18,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2017,000933.SZ,2017-05-01,pass_preorigin_classification,C32,2017-02-16,23,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,1,,https://static.cninfo.com.cn/finalpage/2017-04-20/1203331867.PDF,2017-04-20,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2018,000933.SZ,2018-05-01,pass_preorigin_classification,C32,2018-01-19,27,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2019,000933.SZ,2019-05-01,pass_preorigin_classification,C32,2019-04-19,27,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2020,000933.SZ,2020-05-01,pass_preorigin_classification,C32,2020-04-14,28,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2021,000933.SZ,2021-05-01,pass_preorigin_classification,C32,2021-04-14,31,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2022,000933.SZ,2022-05-01,pass_preorigin_classification,C32,2021-11-10,33,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2023,000933.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2024,000933.SZ,2024-05-01,pass_preorigin_classification,C32,2024-04-03,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000933.SZ:2025,000933.SZ,2025-05-01,pass_preorigin_classification,C32,2025-04-18,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2017,000937.SZ,2017-05-01,pass_preorigin_classification,B06,2017-02-16,2,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2018,000937.SZ,2018-05-01,pass_preorigin_classification,B06,2018-01-19,2,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2019,000937.SZ,2019-05-01,pass_preorigin_classification,B06,2019-04-19,2,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2020,000937.SZ,2020-05-01,pass_preorigin_classification,B06,2020-04-14,2,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2021,000937.SZ,2021-05-01,pass_preorigin_classification,B06,2021-04-14,2,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2022,000937.SZ,2022-05-01,pass_preorigin_classification,B06,2021-11-10,2,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2023,000937.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2024,000937.SZ,2024-05-01,pass_preorigin_classification,B06,2024-04-03,9,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000937.SZ:2025,000937.SZ,2025-05-01,pass_preorigin_classification,B06,2025-04-18,8,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2017,000978.SZ,2017-05-01,pass_preorigin_classification,N78,2017-02-16,67,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2018,000978.SZ,2018-05-01,pass_preorigin_classification,N78,2018-01-19,81,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2019,000978.SZ,2019-05-01,pass_preorigin_classification,N78,2019-04-19,84,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2020,000978.SZ,2020-05-01,pass_preorigin_classification,N78,2020-04-14,89,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2021,000978.SZ,2021-05-01,pass_preorigin_classification,N78,2021-04-14,99,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2022,000978.SZ,2022-05-01,pass_preorigin_classification,N78,2021-11-10,105,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2023,000978.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2024,000978.SZ,2024-05-01,pass_preorigin_classification,N78,2024-04-03,9,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000978.SZ:2025,000978.SZ,2025-05-01,pass_preorigin_classification,N78,2025-04-18,9,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000979.SZ:2017,000979.SZ,2017-05-01,pass_preorigin_classification,K70,2017-02-16,64,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000979.SZ:2018,000979.SZ,2018-05-01,pass_preorigin_classification,K70,2018-01-19,76,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2017,000982.SZ,2017-05-01,pass_preorigin_classification,C17,2017-02-16,6,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2018,000982.SZ,2018-05-01,pass_preorigin_classification,C17,2018-01-19,7,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,1,,https://static.cninfo.com.cn/finalpage/2018-04-28/1204828928.PDF,2018-04-28,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2019,000982.SZ,2019-05-01,pass_preorigin_classification,C17,2019-04-19,7,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,1,,https://static.cninfo.com.cn/finalpage/2019-04-30/1206162993.PDF,2019-04-30,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2020,000982.SZ,2020-05-01,pass_preorigin_classification,C17,2020-04-14,7,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,1,,https://static.cninfo.com.cn/finalpage/2020-04-29/1207665475.PDF,2020-04-29,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2021,000982.SZ,2021-05-01,pass_preorigin_classification,C17,2021-04-14,7,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,1,,https://static.cninfo.com.cn/finalpage/2021-04-28/1209826835.PDF,2021-04-28,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2022,000982.SZ,2022-05-01,pass_preorigin_classification,C17,2021-11-10,8,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2023,000982.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000982.SZ:2024,000982.SZ,2024-05-01,pass_preorigin_classification,C17,2024-04-03,9,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2017,000985.SZ,2017-05-01,pass_preorigin_classification,C26,2017-02-16,10,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2018,000985.SZ,2018-05-01,pass_preorigin_classification,C26,2018-01-19,12,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2019,000985.SZ,2019-05-01,pass_preorigin_classification,C26,2019-04-19,12,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2020,000985.SZ,2020-05-01,pass_preorigin_classification,C26,2020-04-14,12,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2021,000985.SZ,2021-05-01,pass_preorigin_classification,C26,2021-04-14,13,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2022,000985.SZ,2022-05-01,pass_preorigin_classification,C26,2021-11-10,13,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2023,000985.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2024,000985.SZ,2024-05-01,pass_preorigin_classification,C26,2024-04-03,9,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2023xiaban/2023xiabangupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000985.SZ:2025,000985.SZ,2025-05-01,pass_preorigin_classification,C26,2025-04-18,9,https://sp.capco.org.cn:82/file/202603/hangyefenlei/2024xiaban/hangyefenleigupiaodaima.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2017,000989.SZ,2017-05-01,pass_preorigin_classification,C27,2017-02-16,15,https://www.csrc.gov.cn/csrc/c100103/c1452008/1452008/files/1616066692059_33259.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2018,000989.SZ,2018-05-01,pass_preorigin_classification,C27,2018-01-19,17,https://www.csrc.gov.cn/csrc/c100103/c1452004/1452004/files/1616066687576_64273.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2019,000989.SZ,2019-05-01,pass_preorigin_classification,C27,2019-04-19,17,https://www.csrc.gov.cn/csrc/c100103/c1451999/1451999/files/1616066680642_59642.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2020,000989.SZ,2020-05-01,pass_preorigin_classification,C27,2020-04-14,18,https://www.csrc.gov.cn/csrc/c100103/c1451995/1451995/files/1616066675411_69786.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2021,000989.SZ,2021-05-01,pass_preorigin_classification,C27,2021-04-14,19,https://www.csrc.gov.cn/csrc/c100103/c29a6845e0d0b4912adcc1cdfa5f679eb/29a6845e0d0b4912adcc1cdfa5f679eb/files/1629362473789_90940.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2022,000989.SZ,2022-05-01,pass_preorigin_classification,C27,2021-11-10,20,https://www.csrc.gov.cn/csrc/c100103/c1558619/1558619/files/1638277734844_11692.pdf,0,,,,,,pending,0,,,pending_source_review,pending,0
000989.SZ:2023,000989.SZ,2023-05-01,pending,,,,,0,,,,,,pending,0,,,pending_source_review,pending,0
