fact_id,firm_id,metric,period_end,basis,scope,raw_value,source_unit,multiplier,sign_adjustment,value_normalized,disclosed_date,document_id,page,url
1222974139:operating_profit:2023-12-31:YTD:consolidated,000002.SZ,operating_profit,2023-12-31,YTD,consolidated,29251702064.41,CNY,1,1,29251702064.41,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:operating_profit:2024-12-31:YTD:consolidated,000002.SZ,operating_profit,2024-12-31,YTD,consolidated,-45643796280.61,CNY,1,1,-45643796280.61,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:parent_profit:2023-12-31:YTD:parent_attributable,000002.SZ,parent_profit,2023-12-31,YTD,parent_attributable,12162684368.86,CNY,1,1,12162684368.86,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:parent_profit:2024-12-31:YTD:parent_attributable,000002.SZ,parent_profit,2024-12-31,YTD,parent_attributable,-49478429211.96,CNY,1,1,-49478429211.96,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:profit_before_tax:2023-12-31:YTD:consolidated,000002.SZ,profit_before_tax,2023-12-31,YTD,consolidated,29805428126.44,CNY,1,1,29805428126.44,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:profit_before_tax:2024-12-31:YTD:consolidated,000002.SZ,profit_before_tax,2024-12-31,YTD,consolidated,-47186559181.39,CNY,1,1,-47186559181.39,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:receivables:2023-12-31:END:consolidated,000002.SZ,receivables,2023-12-31,END,consolidated,7293628386.69,CNY,1,1,7293628386.69,2025-04-01,1222974139,151,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:receivables:2024-12-31:END:consolidated,000002.SZ,receivables,2024-12-31,END,consolidated,8110758258.05,CNY,1,1,8110758258.05,2025-04-01,1222974139,151,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:revenue:2023-12-31:YTD:consolidated,000002.SZ,revenue,2023-12-31,YTD,consolidated,465739076702.23,CNY,1,1,465739076702.23,2025-04-01,1222974139,252,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:revenue:2024-12-31:YTD:consolidated,000002.SZ,revenue,2024-12-31,YTD,consolidated,343176440712.96,CNY,1,1,343176440712.96,2025-04-01,1222974139,252,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:selling_expense:2023-12-31:YTD:consolidated,000002.SZ,selling_expense,2023-12-31,YTD,consolidated,12272115679.08,CNY,1,1,12272115679.08,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:selling_expense:2024-12-31:YTD:consolidated,000002.SZ,selling_expense,2024-12-31,YTD,consolidated,10383570472.95,CNY,1,1,10383570472.95,2025-04-01,1222974139,155,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:shares:2023-12-31:END:total_shares,000002.SZ,shares,2023-12-31,END,total_shares,11930709471,shares,1,1,11930709471,2025-04-01,1222974139,123,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1222974139:shares:2024-12-31:END:total_shares,000002.SZ,shares,2024-12-31,END,total_shares,11930709471,shares,1,1,11930709471,2025-04-01,1222974139,123,https://static.cninfo.com.cn/finalpage/2025-04-01/1222974139.PDF
1223197724:net_profit:2024-12-31:YTD:consolidated,003032.SZ,net_profit,2024-12-31,YTD,consolidated,-133923419.20,CNY,1,1,-133923419.20,2025-04-22,1223197724,76,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:ocf:2024-03-31:QUARTER:consolidated,003032.SZ,ocf,2024-03-31,QUARTER,consolidated,-41967523.12,CNY,1,1,-41967523.12,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:ocf:2024-06-30:QUARTER:consolidated,003032.SZ,ocf,2024-06-30,QUARTER,consolidated,-21592795.52,CNY,1,1,-21592795.52,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:ocf:2024-09-30:QUARTER:consolidated,003032.SZ,ocf,2024-09-30,QUARTER,consolidated,18789554.62,CNY,1,1,18789554.62,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:ocf:2024-12-31:QUARTER:consolidated,003032.SZ,ocf,2024-12-31,QUARTER,consolidated,-42438575.45,CNY,1,1,-42438575.45,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:ocf:2024-12-31:YTD:consolidated,003032.SZ,ocf,2024-12-31,YTD,consolidated,-87209339.47,CNY,1,1,-87209339.47,2025-04-22,1223197724,78,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:parent_profit:2024-03-31:QUARTER:parent_attributable,003032.SZ,parent_profit,2024-03-31,QUARTER,parent_attributable,-16006587.45,CNY,1,1,-16006587.45,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:parent_profit:2024-06-30:QUARTER:parent_attributable,003032.SZ,parent_profit,2024-06-30,QUARTER,parent_attributable,-18218101.67,CNY,1,1,-18218101.67,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:parent_profit:2024-09-30:QUARTER:parent_attributable,003032.SZ,parent_profit,2024-09-30,QUARTER,parent_attributable,-6993874.52,CNY,1,1,-6993874.52,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223197724:parent_profit:2024-12-31:QUARTER:parent_attributable,003032.SZ,parent_profit,2024-12-31,QUARTER,parent_attributable,-92704855.56,CNY,1,1,-92704855.56,2025-04-22,1223197724,10,https://static.cninfo.com.cn/finalpage/2025-04-22/1223197724.PDF
1223406438:assets:2025-03-31:END:consolidated,003032.SZ,assets,2025-03-31,END,consolidated,1777575599.66,CNY,1,1,1777575599.66,2025-04-30,1223406438,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223406438.PDF
1223406438:net_profit:2025-03-31:YTD:consolidated,003032.SZ,net_profit,2025-03-31,YTD,consolidated,-5432983.73,CNY,1,1,-5432983.73,2025-04-30,1223406438,7,https://static.cninfo.com.cn/finalpage/2025-04-30/1223406438.PDF
1223406438:ocf:2025-03-31:YTD:consolidated,003032.SZ,ocf,2025-03-31,YTD,consolidated,6922658.33,CNY,1,1,6922658.33,2025-04-30,1223406438,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223406438.PDF
1223406438:parent_profit:2025-03-31:YTD:parent_attributable,003032.SZ,parent_profit,2025-03-31,YTD,parent_attributable,-5363191.76,CNY,1,1,-5363191.76,2025-04-30,1223406438,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223406438.PDF
1223406438:revenue:2025-03-31:YTD:consolidated,003032.SZ,revenue,2025-03-31,YTD,consolidated,72386921.74,CNY,1,1,72386921.74,2025-04-30,1223406438,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223406438.PDF
1223412432:assets:2025-03-31:END:consolidated,000333.SZ,assets,2025-03-31,END,consolidated,634784709,CNY_thousand,1000,1,634784709000,2025-04-30,1223412432,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:cogs:2024-03-31:YTD:consolidated,000333.SZ,cogs,2024-03-31,YTD,consolidated,-77905030,CNY_thousand,1000,-1,77905030000,2025-04-30,1223412432,8,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:net_profit:2024-03-31:YTD:consolidated,000333.SZ,net_profit,2024-03-31,YTD,consolidated,9036321,CNY_thousand,1000,1,9036321000,2025-04-30,1223412432,8,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:ocf:2025-03-31:YTD:consolidated,000333.SZ,ocf,2025-03-31,YTD,consolidated,14320968,CNY_thousand,1000,1,14320968000,2025-04-30,1223412432,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:parent_profit:2025-03-31:YTD:parent_attributable,000333.SZ,parent_profit,2025-03-31,YTD,parent_attributable,12422233,CNY_thousand,1000,1,12422233000,2025-04-30,1223412432,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:revenue:2024-03-31:YTD:consolidated,000333.SZ,revenue,2024-03-31,YTD,consolidated,106101612,CNY_thousand,1000,1,106101612000,2025-04-30,1223412432,8,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:revenue:2025-03-31:YTD:consolidated,000333.SZ,revenue,2025-03-31,YTD,consolidated,127838538,CNY_thousand,1000,1,127838538000,2025-04-30,1223412432,2,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1223412432:selling_expense:2024-03-31:YTD:consolidated,000333.SZ,selling_expense,2024-03-31,YTD,consolidated,-9839180,CNY_thousand,1000,-1,9839180000,2025-04-30,1223412432,8,https://static.cninfo.com.cn/finalpage/2025-04-30/1223412432.PDF
1224626720:assets:2025-06-30:END:consolidated,000333.SZ,assets,2025-06-30,END,consolidated,638033509,CNY_thousand,1000,1,638033509000,2025-08-30,1224626720,7,https://static.cninfo.com.cn/finalpage/2025-08-30/1224626720.PDF
1224626720:ocf:2025-06-30:YTD:consolidated,000333.SZ,ocf,2025-06-30,YTD,consolidated,37281015,CNY_thousand,1000,1,37281015000,2025-08-30,1224626720,7,https://static.cninfo.com.cn/finalpage/2025-08-30/1224626720.PDF
1224626720:parent_profit:2025-06-30:YTD:parent_attributable,000333.SZ,parent_profit,2025-06-30,YTD,parent_attributable,26013690,CNY_thousand,1000,1,26013690000,2025-08-30,1224626720,7,https://static.cninfo.com.cn/finalpage/2025-08-30/1224626720.PDF
1224626720:revenue:2025-06-30:YTD:consolidated,000333.SZ,revenue,2025-06-30,YTD,consolidated,251123714,CNY_thousand,1000,1,251123714000,2025-08-30,1224626720,7,https://static.cninfo.com.cn/finalpage/2025-08-30/1224626720.PDF
1224767336:assets:2025-09-30:END:consolidated,000333.SZ,assets,2025-09-30,END,consolidated,593313003,CNY_thousand,1000,1,593313003000,2025-10-30,1224767336,2,https://static.cninfo.com.cn/finalpage/2025-10-30/1224767336.PDF
1224767336:ocf:2025-09-30:YTD:consolidated,000333.SZ,ocf,2025-09-30,YTD,consolidated,57066085,CNY_thousand,1000,1,57066085000,2025-10-30,1224767336,2,https://static.cninfo.com.cn/finalpage/2025-10-30/1224767336.PDF
1224767336:parent_profit:2025-09-30:YTD:parent_attributable,000333.SZ,parent_profit,2025-09-30,YTD,parent_attributable,37883383,CNY_thousand,1000,1,37883383000,2025-10-30,1224767336,2,https://static.cninfo.com.cn/finalpage/2025-10-30/1224767336.PDF
1224767336:revenue:2025-09-30:YTD:consolidated,000333.SZ,revenue,2025-09-30,YTD,consolidated,363056751,CNY_thousand,1000,1,363056751000,2025-10-30,1224767336,2,https://static.cninfo.com.cn/finalpage/2025-10-30/1224767336.PDF
1225065145:assets:2025-12-31:END:consolidated,000333.SZ,assets,2025-12-31,END,consolidated,608791766,CNY_thousand,1000,1,608791766000,2026-03-31,1225065145,10,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:ocf:2025-03-31:QUARTER:consolidated,000333.SZ,ocf,2025-03-31,QUARTER,consolidated,14320968,CNY_thousand,1000,1,14320968000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:ocf:2025-06-30:QUARTER:consolidated,000333.SZ,ocf,2025-06-30,QUARTER,consolidated,22960047,CNY_thousand,1000,1,22960047000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:ocf:2025-09-30:QUARTER:consolidated,000333.SZ,ocf,2025-09-30,QUARTER,consolidated,19785070,CNY_thousand,1000,1,19785070000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:ocf:2025-12-31:QUARTER:consolidated,000333.SZ,ocf,2025-12-31,QUARTER,consolidated,-3720155,CNY_thousand,1000,1,-3720155000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:ocf:2025-12-31:YTD:consolidated,000333.SZ,ocf,2025-12-31,YTD,consolidated,53345930,CNY_thousand,1000,1,53345930000,2026-03-31,1225065145,9,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:parent_profit:2025-03-31:QUARTER:parent_attributable,000333.SZ,parent_profit,2025-03-31,QUARTER,parent_attributable,12422233,CNY_thousand,1000,1,12422233000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:parent_profit:2025-06-30:QUARTER:parent_attributable,000333.SZ,parent_profit,2025-06-30,QUARTER,parent_attributable,13591457,CNY_thousand,1000,1,13591457000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:parent_profit:2025-09-30:QUARTER:parent_attributable,000333.SZ,parent_profit,2025-09-30,QUARTER,parent_attributable,11869693,CNY_thousand,1000,1,11869693000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:parent_profit:2025-12-31:QUARTER:parent_attributable,000333.SZ,parent_profit,2025-12-31,QUARTER,parent_attributable,6062028,CNY_thousand,1000,1,6062028000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:parent_profit:2025-12-31:YTD:parent_attributable,000333.SZ,parent_profit,2025-12-31,YTD,parent_attributable,43945411,CNY_thousand,1000,1,43945411000,2026-03-31,1225065145,9,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:revenue:2025-03-31:QUARTER:consolidated,000333.SZ,revenue,2025-03-31,QUARTER,consolidated,127838538,CNY_thousand,1000,1,127838538000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:revenue:2025-06-30:QUARTER:consolidated,000333.SZ,revenue,2025-06-30,QUARTER,consolidated,123285176,CNY_thousand,1000,1,123285176000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:revenue:2025-09-30:QUARTER:consolidated,000333.SZ,revenue,2025-09-30,QUARTER,consolidated,111933037,CNY_thousand,1000,1,111933037000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:revenue:2025-12-31:QUARTER:consolidated,000333.SZ,revenue,2025-12-31,QUARTER,consolidated,93394980,CNY_thousand,1000,1,93394980000,2026-03-31,1225065145,11,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225065145:revenue:2025-12-31:YTD:consolidated,000333.SZ,revenue,2025-12-31,YTD,consolidated,456451731,CNY_thousand,1000,1,456451731000,2026-03-31,1225065145,9,https://static.cninfo.com.cn/finalpage/2026-03-31/1225065145.PDF
1225259066:assets:2026-03-31:END:consolidated,000333.SZ,assets,2026-03-31,END,consolidated,613881571,CNY_thousand,1000,1,613881571000,2026-04-30,1225259066,2,https://static.cninfo.com.cn/finalpage/2026-04-30/1225259066.PDF
1225259066:ocf:2026-03-31:YTD:consolidated,000333.SZ,ocf,2026-03-31,YTD,consolidated,14529165,CNY_thousand,1000,1,14529165000,2026-04-30,1225259066,2,https://static.cninfo.com.cn/finalpage/2026-04-30/1225259066.PDF
1225259066:parent_profit:2026-03-31:YTD:parent_attributable,000333.SZ,parent_profit,2026-03-31,YTD,parent_attributable,12674556,CNY_thousand,1000,1,12674556000,2026-04-30,1225259066,2,https://static.cninfo.com.cn/finalpage/2026-04-30/1225259066.PDF
1225259066:revenue:2026-03-31:YTD:consolidated,000333.SZ,revenue,2026-03-31,YTD,consolidated,131098601,CNY_thousand,1000,1,131098601000,2026-04-30,1225259066,2,https://static.cninfo.com.cn/finalpage/2026-04-30/1225259066.PDF
